-500, 0
-498, 0
-496, 0
-494, 0
-492, 0
-490, 0
-488, 0
-486, 0
-484, 0
-482, 0
-480, 0
-478, 0
-476, 0
-474, 0
-472, 0
-470, 0
-468, 0
-466, 0
-464, 0
-462, 0
-460, 0
-458, 0
-456, 0
-454, 0
-452, 0
-450, 0
-448, 0
-446, 0
-444, 0
-442, 0
-440, 0
-438, 0
-436, 0
-434, 0
-432, 0
-430, 0
-428, 0
-426, 0
-424, 0
-422, 0
-420, 0
-418, 0
-416, 0
-414, 0
-412, 0
-410, 0
-408, 0
-406, 0
-404, 0
-402, 0
-400, 0
-398, 0
-396, 0
-394, 0
-392, 0
-390, 0
-388, 0
-386, 0
-384, 0
-382, 0
-380, 0
-378, 0
-376, 0
-374, 0
-372, 0
-370, 0
-368, 0
-366, 0
-364, 0
-362, 0
-360, 0
-358, 0
-356, 0
-354, 0
-352, 0
-350, 0
-348, 0
-346, 0
-344, 0
-342, 0
-340, 0
-338, 0
-336, 0
-334, 0
-332, 0
-330, 0
-328, 0
-326, 0
-324, 0
-322, 0
-320, 0
-318, 0
-316, 0
-314, 0
-312, 0
-310, 0
-308, 0
-306, 0
-304, 0
-302, 0
-300, 0
-298, 0
-296, 0
-294, 0
-292, 0
-290, 0
-288, 0
-286, 0
-284, 0
-282, 0
-280, 0
-278, 0
-276, 0
-274, 0
-272, 0
-270, 0
-268, 0
-266, 0
-264, 0
-262, 0
-260, 0
-258, 0
-256, 0
-254, 0
-252, 0
-250, 0
-248, 0
-246, 0
-244, 0
-242, 0
-240, 0
-238, 0
-236, 0
-234, 0
-232, 0
-230, 0
-228, 0
-226, 0
-224, 0
-222, 0
-220, 0
-218, 0
-216, 0
-214, 0
-212, 0
-210, 0
-208, 0
-206, 0
-204, 0
-202, 0
-200, 0
-198, 0
-196, 0
-194, 0
-192, 0
-190, 0
-188, 0
-186, 0
-184, 0
-182, 0
-180, 0
-178, 0
-176, 0
-174, 0
-172, 0
-170, 0
-168, 0
-166, 0
-164, 0
-162, 0
-160, 0
-158, 0
-156, 0
-154, 0
-152, 0
-150, 0
-148, 0
-146, 0
-144, 0
-142, 0
-140, 0
-138, 0
-136, 0
-134, 0
-132, 0
-130, 0
-128, 0
-126, 0
-124, 0
-122, 0
-120, 0
-118, 0
-116, 0
-114, 0
-112, 0
-110, 0
-108, 0
-106, 0
-104, 0
-102, 0
-100, 0
-98, 0
-96, 0
-94, 0
-92, 0
-90, 0
-88, 0
-86, 0
-84, 0
-82, 0
-80, 0
-78, 0
-76, 0
-74, 0
-72, 0.00166667
-70, 0
-68, 0
-66, 0
-64, 0.00166667
-62, 0.00166667
-60, 0
-58, 0.00166667
-56, 0
-54, 0.00333333
-52, 0.00166667
-50, 0
-48, 0.00166667
-46, 0
-44, 0.01
-42, 0.00833333
-40, 0.005
-38, 0.005
-36, 0.00666667
-34, 0.015
-32, 0.0133333
-30, 0.0216667
-28, 0.0116667
-26, 0.0116667
-24, 0.0233333
-22, 0.0166667
-20, 0.015
-18, 0.02
-16, 0.035
-14, 0.03
-12, 0.0316667
-10, 0.0383333
-8, 0.04
-6, 0.0266667
-4, 0.0366667
-2, 0.0333333
0, 0.045
2, 0.0383333
4, 0.0316667
6, 0.0466667
8, 0.0316667
10, 0.03
12, 0.03
14, 0.0183333
16, 0.0333333
18, 0.035
20, 0.0216667
22, 0.0266667
24, 0.0183333
26, 0.0133333
28, 0.00833333
30, 0.0183333
32, 0.015
34, 0.0116667
36, 0.015
38, 0.00333333
40, 0.01
42, 0.00666667
44, 0.00166667
46, 0.005
48, 0
50, 0.005
52, 0.00333333
54, 0.00166667
56, 0.00166667
58, 0
60, 0
62, 0.00333333
64, 0
66, 0
68, 0
70, 0.00166667
72, 0
74, 0
76, 0
78, 0
80, 0
82, 0
84, 0
86, 0
88, 0
90, 0
92, 0
94, 0
96, 0
98, 0
100, 0
102, 0
104, 0
106, 0
108, 0
110, 0
112, 0
114, 0
116, 0
118, 0
120, 0
122, 0
124, 0
126, 0
128, 0
130, 0
132, 0
134, 0
136, 0
138, 0
140, 0
142, 0
144, 0
146, 0
148, 0
150, 0
152, 0
154, 0
156, 0
158, 0
160, 0
162, 0
164, 0
166, 0
168, 0
170, 0
172, 0
174, 0
176, 0
178, 0
180, 0
182, 0
184, 0
186, 0
188, 0
190, 0
192, 0
194, 0
196, 0
198, 0
200, 0
202, 0
204, 0
206, 0
208, 0
210, 0
212, 0
214, 0
216, 0
218, 0
220, 0
222, 0
224, 0
226, 0
228, 0
230, 0
232, 0
234, 0
236, 0
238, 0
240, 0
242, 0
244, 0
246, 0
248, 0
250, 0
252, 0
254, 0
256, 0
258, 0
260, 0
262, 0
264, 0
266, 0
268, 0
270, 0
272, 0
274, 0
276, 0
278, 0
280, 0
282, 0
284, 0
286, 0
288, 0
290, 0
292, 0
294, 0
296, 0
298, 0
300, 0
302, 0
304, 0
306, 0
308, 0
310, 0
312, 0
314, 0
316, 0
318, 0
320, 0
322, 0
324, 0
326, 0
328, 0
330, 0
332, 0
334, 0
336, 0
338, 0
340, 0
342, 0
344, 0
346, 0
348, 0
350, 0
352, 0
354, 0
356, 0
358, 0
360, 0
362, 0
364, 0
366, 0
368, 0
370, 0
372, 0
374, 0
376, 0
378, 0
380, 0
382, 0
384, 0
386, 0
388, 0
390, 0
392, 0
394, 0
396, 0
398, 0
400, 0
402, 0
404, 0
406, 0
408, 0
410, 0
412, 0
414, 0
416, 0
418, 0
420, 0
422, 0
424, 0
426, 0
428, 0
430, 0
432, 0
434, 0
436, 0
438, 0
440, 0
442, 0
444, 0
446, 0
448, 0
450, 0
452, 0
454, 0
456, 0
458, 0
460, 0
462, 0
464, 0
466, 0
468, 0
470, 0
472, 0
474, 0
476, 0
478, 0
480, 0
482, 0
484, 0
486, 0
488, 0
490, 0
492, 0
494, 0
496, 0
498, 0
500, 0
